sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
293,204398,Felipe Francischini,UNIÃO,PR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,11,95299.36,263664.052022,329972.5348930845,-0.5102,Fornecedor com CNPJ suspeito
533,156190,Marcel Van Hattem,NOVO,RS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,6,52,92431.86,215724.063125,265101.600265673,-0.4651,Comportamento esperado
856,178992,Vitor Lippi,PSD,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,14,11371.88,24943.515352,36157.13967829913,-0.3754,Comportamento esperado
801,220569,Silvye Alves,UNIÃO,GO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,4,6,386.63,449.695000,701.2740362155153,-0.0899,Comportamento esperado
199,220654,Delegado Paulo Bilynskyj,PL,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,5,65,241310.00,147254.510948,139673.23431152088,0.6734,Comportamento esperado
751,220641,Rodrigo Gambale,PODE,SP,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,5,31500.00,243741.226243,313657.1515008437,-0.6767,Fornecedor com CNPJ suspeito
554,204506,Marcos Pereira,REPUBLICANOS,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,76,1624000.00,243741.226243,313657.1515008437,4.4005,Anomalia financeira extrema
535,205863,Marcelo Brum,REPUBLICANOS,RS,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,574.09,60520.148547,97388.05968907535,-0.6155,Fornecedor com CNPJ suspeito
717,220606,Reimont,PT,RJ,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,418.04,44023.319398,62812.667137756165,-0.6942,Fornecedor com CNPJ suspeito
33,204516,Alexis Fonteyne,NOVO,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,5700.00,243741.226243,313657.1515008437,-0.7589,Comportamento esperado
343,220529,Gilson Daniel,PODE,ES,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,3719.95,13452.752000,24537.48964332959,-0.3967,Comportamento esperado
810,204535,Sâmia Bomfim,PSOL,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,18,25845.50,24943.515352,36157.13967829913,0.0249,Comportamento esperado
119,74262,Carlos Sampaio,PSDB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,6,43,73196.27,98538.487659,143509.98800071477,-0.1766,Comportamento esperado
835,157130,Túlio Gadêlha,PSD,PE,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,3454.99,7471.163333,10016.291980131698,-0.401,Comportamento esperado
614,204415,Nereu Crispim,PSD,RS,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,1,150.00,60520.148547,97388.05968907535,-0.6199,Fornecedor com CNPJ suspeito
628,216198,Norma Pereira,PSDB,SC,Viagens,Passagem Aérea - Sigepa,,,,,0,3,4250.37,213397.721034,170101.01243018164,-1.2295,Comportamento esperado
123,220704,Carol Dartora,PT,PR,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,31,1393,84290.78,5713.999474,13397.131596894355,5.8652,Anomalia financeira extrema
320,178969,Fábio Mitidieri,PSD,SE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,22,86,30615.35,53493.520741,82556.56454059949,-0.2771,Comportamento esperado
229,204481,Dr. Jaziel,PL,CE,Viagens,Passagem Aérea - Sigepa,,,,,0,388,604881.28,190828.457826,170630.5409255439,2.4266,Possível anomalia financeira
390,204508,Igor Timo,PODE,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,16,89,187380.42,123562.947566,162703.54342443834,0.3922,Comportamento esperado
182,116379,Darci De Matos,PSD,SC,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,5,15,3676.73,2658.067742,3431.982973130558,0.2968,Comportamento esperado
48,107970,Ana Paula Leão,PP,MG,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,94,426,35779.63,3421.773553,6721.942950865462,4.8138,Anomalia financeira extrema
673,171617,Paulão,PT,AL,Viagens,Passagem Aérea - Sigepa,,,,,0,244,282845.33,198077.580000,173709.55138656954,0.488,Comportamento esperado
333,204527,Geninho Zuliani,UNIÃO,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,21,28,1623.66,3366.001170,5609.697337170304,-0.3106,Comportamento esperado
608,204453,Natália Bonavides,PT,RN,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,174,36463.50,11248.557143,12531.88934725156,2.0121,Possível anomalia financeira
640,204573,Otto Alencar Filho,PSD,BA,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,125,368,38629.52,5334.958511,10548.888785765435,3.1562,Anomalia financeira extrema
610,218879,Nelho Bezerra,UNIÃO,CE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,5,12000.00,263931.285395,366906.3702021798,-0.6866,Comportamento esperado
686,178844,Pedro Vilela,PSDB,AL,Viagens,Passagem Aérea - Sigepa,,,,,0,94,114658.42,198077.580000,173709.55138656954,-0.4802,Comportamento esperado
182,116379,Darci De Matos,PSD,SC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,26,7973.60,70964.571200,106769.4367602354,-0.59,Comportamento esperado
719,178925,Rejane Dias,PT,PI,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,18,5335.35,15912.685455,14251.787111607697,-0.7422,Comportamento esperado
369,178964,Heitor Schuch,PSB,RS,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,5,16,1734.00,4387.790000,5356.19612339018,-0.4955,Comportamento esperado
19,74696,Alberto Mourão,MDB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,1166.45,98538.487659,143509.98800071477,-0.6785,Comportamento esperado
815,178922,Tadeu Alencar,PSB,PE,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,212.30,1262.036000,1247.3031245157156,-0.8416,Comportamento esperado
381,178884,Hildo Rocha,MDB,MA,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,39,56533.30,17893.360952,34179.698738222214,1.1305,Comportamento esperado
580,75431,Maurício Dziedricki,PODE,RS,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,6,32,14935.73,19321.830435,18898.364290143905,-0.2321,Comportamento esperado
480,74585,Lincoln Portela,PL,MG,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,35,12446.41,6910.803333,5568.322882362166,0.9941,Comportamento esperado
8,204528,Adriana Ventura,NOVO,SP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,7,18,19933.68,10014.789189,11435.329101648113,0.8674,Comportamento esperado
248,204421,Edna Henrique,REPUBLICANOS,PB,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,1,6,27000.00,52901.666667,54299.06776921737,-0.477,Comportamento esperado
842,74376,Vander Loubet,PT,MS,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,649.00,525.333333,187.99024797401947,0.6578,Comportamento esperado
852,141555,Vinicius Carvalho,REPUBLICANOS,SP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,344.76,10014.789189,11435.329101648113,-0.8456,Fornecedor com CNPJ suspeito
584,188097,Merlong Solano,PT,PI,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,191,977,222232.08,73929.545357,101552.42380940972,1.4604,Comportamento esperado
99,220635,Bruno Ganem,PODE,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,30,19691.21,147254.510948,139673.23431152088,-0.9133,Comportamento esperado
881,74090,Átila Lins,PSD,AM,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,238,535428.48,88728.821429,197712.15903932907,2.2593,Possível anomalia financeira
241,220686,Duarte Jr.,AVANTE,MA,Viagens,Passagem Aérea - Sigepa,,,,,0,188,234716.10,132207.227045,122458.5508602934,0.8371,Comportamento esperado
148,220595,Coronel Fernanda,PL,MT,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,26,30,2531.70,2273.261250,4466.178507118996,0.0579,Comportamento esperado
207,160588,Diego Andrade,PSD,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,8,52,448560.00,194891.353020,276881.75990132586,0.9162,Comportamento esperado
29,220542,Alexandre Guimarães,MDB,TO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,31,350,1131239.33,260231.601071,329408.0872597135,2.6442,Possível anomalia financeira
260,160532,Eli Corrêa Filho,UNIÃO,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,7,27650.00,147254.510948,139673.23431152088,-0.8563,Comportamento esperado
405,160570,Jerônimo Goergen,PP,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,70,216,59121.75,60520.148547,97388.05968907535,-0.0144,Comportamento esperado
357,204513,Guiga Peixoto,PSC,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,15,54805.16,147254.510948,139673.23431152088,-0.6619,Comportamento esperado
300,204445,Fernando Mineiro,PT,RN,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,6,71,112875.38,114159.151154,175330.5134804051,-0.0073,Comportamento esperado
117,178993,Carlos Henrique Gaguim,UNIÃO,TO,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,46,53229.98,6929.241333,13569.93291877454,3.412,Anomalia financeira extrema
516,162332,Luiz Nishimori,PSD,PR,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,10,61,137639.46,57944.345500,82353.4495793919,0.9677,Comportamento esperado
567,204403,Marlon Santos,PL,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,46,162,44402.14,60520.148547,97388.05968907535,-0.1655,Comportamento esperado
825,220560,Thiago De Joaldo,REPUBLICANOS,SE,Viagens,Passagem Aérea - Sigepa,,,,,0,124,123811.89,155702.681579,99733.68864426478,-0.3198,Comportamento esperado
583,74428,Mendonça Filho,PL,PE,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,54,302280.00,220869.240392,185976.71020526288,0.4377,Comportamento esperado
226,204518,Dr. Frederico,PRD,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,11,208,751620.00,194891.353020,276881.75990132586,2.0107,Possível anomalia financeira
532,220648,Marangoni,PODE,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,342,150043.65,185430.171967,136227.76556134285,-0.2598,Comportamento esperado
795,204557,Sidney Leite,PSD,AM,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,29,26225.86,88728.821429,197712.15903932907,-0.3161,Comportamento esperado
168,220603,Dani Cunha,PL,RJ,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,26,13431.18,11897.719661,18918.17939394703,0.0811,Comportamento esperado
132,204490,Charlles Evangelista,PP,MG,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,9,2281.12,6910.803333,5568.322882362166,-0.8314,Comportamento esperado
632,178987,Orlando Silva,PCDOB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,44,68321.40,98538.487659,143509.98800071477,-0.2106,Fornecedor com CNPJ suspeito
492,138286,Luciano Alves,PSD,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,20,71,493282.30,263664.052022,329972.5348930845,0.6959,Comportamento esperado
456,73586,Júlio Delgado,PV,MG,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,13,1820.00,65306.104375,92314.0005265802,-0.6877,Fornecedor com CNPJ suspeito
40,226708,Allan Garcês,PP,MA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,5,23,150020.58,122090.952683,112418.39663710551,0.2484,Comportamento esperado
638,204441,Otoni De Paula,PSD,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,3,39,32363.50,80988.593819,134414.71100556676,-0.3618,Comportamento esperado
433,74554,José Rocha,UNIÃO,BA,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,5,62,1733.83,7947.726552,12451.86965129915,-0.499,Comportamento esperado
78,178975,Baleia Rossi,MDB,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,21,12993.79,24943.515352,36157.13967829913,-0.3305,Comportamento esperado
659,204538,Paulo Bengtson,PTB,PA,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,125000.00,71687.224615,51239.3397316542,1.0405,Comportamento esperado
213,220602,Dimas Gadelha,PT,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,8,20000.00,80988.593819,134414.71100556676,-0.4537,Comportamento esperado
357,204513,Guiga Peixoto,PSC,SP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,4,5,2283.15,10014.789189,11435.329101648113,-0.6761,Comportamento esperado
748,230767,Rodrigo Da Zaeli,PL,MT,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,22,149.90,3540.579286,11648.42981256765,-0.2911,Comportamento esperado
158,206018,Célia Xakriabá,PSOL,MG,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,3295.82,7020.191961,10297.188894597206,-0.3617,Comportamento esperado
120,204426,Carlos Veras,PT,PE,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,7,36,407293.87,220869.240392,185976.71020526288,1.0024,Comportamento esperado
236,220674,Dra. Alessandra Haber,PODE,PA,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,5,7,7148.65,12723.705217,19811.362899516178,-0.2814,Comportamento esperado
156,135054,Cristiano Vale,PP,PA,Viagens,Passagem Aérea - Sigepa,,,,,0,45,66741.43,266111.307931,195578.09309190325,-1.0194,Comportamento esperado
589,171786,Miguel Ângelo,PT,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,24,196,2139.38,5572.245385,10370.293242628488,-0.331,Comportamento esperado
796,74356,Silas Câmara,REPUBLICANOS,AM,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,9,26,696080.00,309286.770000,323174.1425425514,1.1969,Comportamento esperado
712,74084,Raimundo Santos,PSD,PA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,12,41,8135.20,39488.928400,62234.56368268833,-0.5038,Comportamento esperado
538,76874,Marcelo Freixo,PSB,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,30,106,30545.01,44023.319398,62812.667137756165,-0.2146,Comportamento esperado
37,178927,Aliel Machado,PV,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,39,234,673488.80,263664.052022,329972.5348930845,1.242,Comportamento esperado
301,92699,Fernando Monteiro,PSD,PE,Viagens,Passagem Aérea - Sigepa,,,,,0,297,329821.43,221741.150682,163177.94412569836,0.6623,Comportamento esperado
718,205865,Reinhold Stephanes,PSD,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,5,14333.33,263664.052022,329972.5348930845,-0.7556,Comportamento esperado
835,157130,Túlio Gadêlha,REDE,PE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,6,14,104706.70,241972.708182,301628.5621101344,-0.4551,Comportamento esperado
119,74262,Carlos Sampaio,PSD,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,131,303761.62,98538.487659,143509.98800071477,1.43,Comportamento esperado
270,161550,Emidinho Madeira,PL,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,60,134,241182.37,65306.104375,92314.0005265802,1.9052,Comportamento esperado
557,220604,Marcos Tavares,PDT,RJ,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,1,34,209980.00,162239.394390,163272.60476613723,0.2924,Comportamento esperado
454,178839,Jéssica Sales,MDB,AC,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,51,68968.92,17368.935000,20856.5816470984,2.474,Possível anomalia financeira
846,204505,Vavá Martins,REPUBLICANOS,PA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,6,40,19971.54,42888.542571,70113.4772677672,-0.3269,Comportamento esperado
55,220657,André Fernandes,PL,CE,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,3,15,1147.14,4778.337742,9185.089924635726,-0.3953,Comportamento esperado
249,74655,Eduardo Barbosa,PSDB,MG,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,589.00,1596.091765,1698.0009011232714,-0.5931,Comportamento esperado
584,188097,Merlong Solano,PT,PI,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,50,674.00,3231.855000,6522.778260515771,-0.3921,Fornecedor com CNPJ suspeito
379,73772,Hermes Parcianello,MDB,PR,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,28,59949.92,86193.122500,116860.66498214444,-0.2246,Comportamento esperado
402,108338,Jaqueline Cassol,PP,RO,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,7,6800.00,289552.191071,359934.1329827757,-0.7856,Fornecedor com CNPJ suspeito
610,218879,Nelho Bezerra,UNIÃO,CE,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,12,19,1445.49,4778.337742,9185.089924635726,-0.3629,Comportamento esperado
309,160598,Flávia Morais,MDB,GO,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,5,69,51686.67,16840.076000,26049.85234640615,1.3377,Comportamento esperado
188,220625,Delegada Ione,AVANTE,MG,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,3,3,2540.59,7020.191961,10297.188894597206,-0.435,Comportamento esperado
